name,bus,usetp_pu,p_mw,q_mvar,outserv
slack_AT0_0,AT0_0,1.0,12465.840402964079,22.780723764286506,0.0
slack_DK1_0,DK1_0,1.0,-0.08917113591587622,387.9232177734375,0.0
