name,uknom_kv,u_pu,u_kv,angle_deg,outserv,longitude_attr,longitude,latitude_attr,latitude
AT0_0,380.0,1.0,219.3931022920578,0.0,0.0,GPSlon,14.127942078095238,GPSlat,47.61640273380952
BE0_0,380.0,1.000000000178023,219.39310233111482,-6.46529329393644,0.0,GPSlon,5.537882977083334,GPSlat,50.49133289666667
BE0_1,380.0,1.0000000001756655,219.3931023305976,-8.178200337297323,0.0,GPSlon,4.202634330625,GPSlat,50.992948311875
CH0_0,380.0,1.000000000159768,219.3931023271098,-23.142238821543177,0.0,GPSlon,8.223046863879311,GPSlat,46.85403833508621
CZ0_0,380.0,1.000000000028944,219.3931022984079,-9.82203297451017,0.0,GPSlon,15.3179132525,GPSlat,49.86685497775
DE0_0,380.0,1.0000000003910057,219.39310237784176,8.728922565671317,0.0,GPSlon,8.450709640769231,GPSlat,49.314145290000006
DE0_1,380.0,1.0000000001646163,219.39310232817348,53.12396625073353,0.0,GPSlon,10.154484798333334,GPSlat,52.19652704999999
DE0_10,380.0,1.0000000001489244,219.3931023247308,90.74554448411716,0.0,GPSlon,7.617787634666667,GPSlat,53.219703974666665
DE0_11,380.0,1.000000000199259,219.39310233577388,40.558903770636945,0.0,GPSlon,9.37986160076923,GPSlat,51.458115843076925
DE0_12,380.0,1.000000000137479,219.39310232221973,41.83556144761118,0.0,GPSlon,11.778833731428572,GPSlat,51.99746787714286
DE0_13,380.0,1.0000000001039158,219.3931023148562,-3.537899025078948,0.0,GPSlon,10.00568094,GPSlat,47.7687744175
DE0_14,380.0,1.0000000002016753,219.393102336304,-10.859962249680564,0.0,GPSlon,7.9613227575,GPSlat,47.912589175
DE0_15,380.0,1.000000000248033,219.39310234647454,8.378233406981836,0.0,GPSlon,6.782016574285714,GPSlat,49.60947125928572
DE0_16,380.0,1.0000000001367795,219.39310232206628,52.505981186426595,0.0,GPSlon,12.011534011666669,GPSlat,53.4946876125
DE0_17,380.0,1.000000000232733,219.39310234311782,15.591733337686941,0.0,GPSlon,9.85766154,GPSlat,49.91442402375
DE0_18,380.0,1.0000000001187117,219.3931023181023,41.157584322526034,0.0,GPSlon,7.3882468375,GPSlat,51.457125015
DE0_19,380.0,1.0000000001372782,219.3931023221757,52.9023441045757,0.0,GPSlon,7.653390486499999,GPSlat,52.0621827975
DE0_2,380.0,1.000000000124374,219.3931023193446,35.09250116636145,0.0,GPSlon,13.386455518636364,GPSlat,52.49458314727272
DE0_20,380.0,1.0000000005085101,219.3931024036214,17.72168083468728,0.0,GPSlon,8.637026702777778,GPSlat,50.121279793333336
DE0_21,380.0,1.000000000075378,219.39310230859522,5.351400999798966,0.0,GPSlon,12.10054686,GPSlat,49.4052587975
DE0_22,380.0,1.0000000001126013,219.39310231676174,27.373039523860832,0.0,GPSlon,14.314128448888887,GPSlat,51.52318329555556
DE0_23,380.0,1.0000000001224714,219.3931023189272,-1.5185396315320934,0.0,GPSlon,10.100315593,GPSlat,48.471917563
DE0_24,380.0,1.0000000001598088,219.39310232711875,68.16952169350124,0.0,GPSlon,8.829189676,GPSlat,52.967364143500006
DE0_25,380.0,1.0000000000263793,219.39310229784525,0.3943336854868273,0.0,GPSlon,13.092709632857142,GPSlat,48.44850149285714
DE0_26,380.0,1.000000000067075,219.3931023067736,-3.682098137995821,0.0,GPSlon,11.10297287777778,GPSlat,48.015084172222224
DE0_27,380.0,0.9915899387897922,217.5479928726842,25.166080330582624,0.0,GPSlon,7.892212707058824,GPSlat,50.589967468235294
DE0_28,380.0,1.0000000001445002,219.39310232376013,22.842924640648185,0.0,GPSlon,10.944984108333331,GPSlat,50.90570263166666
DE0_29,380.0,1.000000000155619,219.39310232619954,87.21280095867135,0.0,GPSlon,9.356526531,GPSlat,54.2653046865
DE0_3,380.0,1.0000000000429639,219.3931023014838,-1.5935738097989287,0.0,GPSlon,11.86091938625,GPSlat,48.55498847125
DE0_30,380.0,1.0000000001536289,219.39310232576292,49.61414894212673,0.0,GPSlon,8.628106909166666,GPSlat,51.95864947166667
DE0_31,380.0,1.0000000001527372,219.3931023255673,48.25641190776889,0.0,GPSlon,10.88030713,GPSlat,52.28379033
DE0_32,380.0,1.0000000002346086,219.39310234352928,1.888094416849444,0.0,GPSlon,9.269708460434783,GPSlat,48.88823571434783
DE0_33,380.0,1.0000000001120999,219.39310231665175,14.60768925287632,0.0,GPSlon,11.92335304375,GPSlat,50.411612785
DE0_34,380.0,1.0000000001236795,219.39310231919222,43.488226400701755,0.0,GPSlon,13.5619568,GPSlat,53.70479732444445
DE0_35,380.0,1.0000000001705134,219.39310232946727,-6.698684781548789,0.0,GPSlon,8.891600241999999,GPSlat,47.937393084
DE0_4,380.0,1.0000000001498592,219.3931023249359,32.81850269329135,0.0,GPSlon,6.846650236315789,GPSlat,50.95023870447368
DE0_5,380.0,1.0000000001543916,219.39310232593027,72.74082637386613,0.0,GPSlon,10.08496557125,GPSlat,53.586271660625
DE0_6,380.0,1.000000000120248,219.3931023184394,9.197578258635614,0.0,GPSlon,10.99189078142857,GPSlat,49.76851013428571
DE0_7,380.0,1.0000000002579201,219.3931023486437,1.119984487218981,0.0,GPSlon,8.80260792142857,GPSlat,48.74683810142857
DE0_8,380.0,1.0000000001065046,219.39310231542416,20.172083613520602,0.0,GPSlon,12.812486985,GPSlat,51.09607229333333
