name,bus,p_schedule_mw,p_result_raw_mw,result_sign_reversed,p_result_mw,delta_p_mw,participates_observed,observed_share
gen_DE0_17_biomass,DE0_17,146.61363220214844,146.61363220214838,0,146.61363220214838,-5.684341886080802e-14,0,0.0
gen_DE0_23_biomass,DE0_23,336.6256103515625,336.62561035156256,0,336.62561035156256,5.684341886080802e-14,0,0.0
gen_DE0_29_biomass,DE0_29,497.1222839355469,497.1222839355468,0,497.1222839355468,-5.684341886080802e-14,0,0.0
gen_DE0_6_biomass,DE0_6,296.89801025390625,296.8980102539062,0,296.8980102539062,-5.684341886080802e-14,0,0.0
gen_PL0_0_biomass,PL0_0,316.9706726074219,316.9706726074218,0,316.9706726074218,-5.684341886080802e-14,0,0.0
gen_DE0_17_0_onwind,DE0_17,418.71490478515625,418.7149047851563,0,418.7149047851563,5.684341886080802e-14,0,0.0
gen_DE0_33_0_onwind,DE0_33,301.43988037109375,301.4398803710937,0,301.4398803710937,-5.684341886080802e-14,0,0.0
gen_DE0_6_0_onwind,DE0_6,234.31813049316406,234.31813049316412,0,234.31813049316412,5.684341886080802e-14,0,0.0
gen_DK0_0_0_onwind,DK0_0,381.5066223144531,381.50662231445307,0,381.50662231445307,-5.684341886080802e-14,0,0.0
gen_DE0_29_0_offwind-ac,DE0_29,458.0675048828125,458.06750488281256,0,458.06750488281256,5.684341886080802e-14,0,0.0
gen_FR0_4_0_offwind-ac,FR0_4,434.4200439453125,434.42004394531256,0,434.42004394531256,5.684341886080802e-14,0,0.0
gen_DE0_14_ror,DE0_14,270.1608581542969,270.16085815429693,0,270.16085815429693,5.684341886080802e-14,0,0.0
gen_DE0_20_biomass,DE0_20,96.64617919921875,96.64617919921879,0,96.64617919921879,4.263256414560601e-14,0,0.0
gen_BE0_1_biomass,BE0_1,44.97589111328125,44.97589111328128,0,44.97589111328128,2.842170943040401e-14,0,0.0
gen_DE0_13_biomass,DE0_13,121.01864624023438,121.0186462402344,0,121.0186462402344,2.842170943040401e-14,0,0.0
gen_DE0_22_biomass,DE0_22,231.3606414794922,231.36064147949216,0,231.36064147949216,-2.842170943040401e-14,0,0.0
gen_DE0_25_biomass,DE0_25,235.8056182861328,235.80561828613284,0,235.80561828613284,2.842170943040401e-14,0,0.0
gen_DE0_34_biomass,DE0_34,196.11105346679688,196.1110534667969,0,196.1110534667969,2.842170943040401e-14,0,0.0
gen_DE0_35_biomass,DE0_35,168.64370727539062,168.6437072753906,0,168.6437072753906,-2.842170943040401e-14,0,0.0
gen_DE0_9_biomass,DE0_9,240.0738983154297,240.07389831542966,0,240.07389831542966,-2.842170943040401e-14,0,0.0
gen_PL0_2_biomass,PL0_2,255.9694366455078,255.96943664550778,0,255.96943664550778,-2.842170943040401e-14,0,0.0
gen_DE0_27_ror,DE0_27,60.338382720947266,60.33838272094724,0,60.33838272094724,-2.842170943040401e-14,0,0.0
gen_FR0_11_ror,FR0_11,216.3397979736328,216.33979797363284,0,216.33979797363284,2.842170943040401e-14,0,0.0
gen_DE0_18_biomass,DE0_18,63.93107223510742,63.93107223510744,0,63.93107223510744,2.1316282072803006e-14,0,0.0
gen_CH0_0_nuclear,CH0_0,60.96945571899414,60.969455718994155,0,60.969455718994155,1.4210854715202004e-14,0,0.0
gen_CZ0_0_biomass,CZ0_0,109.97576141357422,109.9757614135742,0,109.9757614135742,-1.4210854715202004e-14,0,0.0
gen_FR0_2_biomass,FR0_2,89.17589569091797,89.17589569091798,0,89.17589569091798,1.4210854715202004e-14,0,0.0
gen_FR0_9_biomass,FR0_9,49.97609329223633,49.97609329223634,0,49.97609329223634,1.4210854715202004e-14,0,0.0
