name,bus,pgini_mw,qgini_mvar,sgn_mva,q_min_attr,q_min_mvar_pf,q_max_attr,q_max_mvar_pf,control_attr,control_value,usetp_pu,p_result_mw,q_result_mvar,outserv,desc
gen_BE0_1_0_offwind-float,BE0_1,0.004049747716635466,0.0,1.0,q_min,-0.0015774413477629423,q_max,0.0015774413477629423,av_mode,constq,1.0,0.0040497477166354665,0.0015774413477629427,0.0,[]
gen_BE0_1_0_onwind,BE0_1,541.427978515625,0.0,956.0000610351562,q_min,-194.1240997314453,q_max,194.1240997314453,av_mode,constq,1.0,541.4279785156251,619.4705952364748,0.0,[]
gen_BE0_1_0_solar,BE0_1,-0.0,0.0,779.3001708984375,q_min,-158.24365234375,q_max,158.24365234375,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_BE0_1_0_solar-hsat,BE0_1,-0.0,0.0,1.0,q_min,-0.00734882103279233,q_max,0.00734882103279233,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_BE0_1_CCGT,BE0_1,0.006601828150451183,0.0,3776.199951171875,q_min,-766.7901000976562,q_max,766.7901000976562,av_mode,constq,1.0,0.006601828150451184,0.007553430144524546,0.0,[]
gen_BE0_1_biomass,BE0_1,44.97589111328125,0.0,45.0,q_min,-9.137639999389648,q_max,9.137639999389648,av_mode,constq,1.0,44.97589111328128,51.458814735838736,0.0,[]
gen_BE0_1_nuclear,BE0_1,218.54989624023438,0.0,1998.0,q_min,-405.7112121582031,q_max,405.7112121582031,av_mode,constq,1.0,218.54989624023438,250.05215778464003,0.0,[]
gen_BE0_1_oil,BE0_1,0.0017090212786570191,0.0,111.5999984741211,q_min,-22.661346435546875,q_max,22.661346435546875,av_mode,constq,1.0,0.001709021278657019,0.0019553633553699174,0.0,[]
gen_BE0_1_waste,BE0_1,0.02182513289153576,0.0,231.8000030517578,q_min,-47.06899642944336,q_max,47.06899642944336,av_mode,constq,1.0,0.021825132891535766,0.024971055431049622,0.0,[]
gen_CH0_0_0_onwind,CH0_0,-0.0,0.0,55.00009536743164,q_min,-11.168246269226074,q_max,11.168246269226074,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_CH0_0_0_solar,CH0_0,-0.0,0.0,98.79813385009766,q_min,-20.06181526184082,q_max,20.06181526184082,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_CH0_0_0_solar-hsat,CH0_0,-0.0,0.0,1.0,q_min,-0.008708419278264046,q_max,0.008708419278264046,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_CH0_0_CCGT,CH0_0,0.00656907306984067,0.0,55.00015640258789,q_min,-11.168258666992188,q_max,11.168258666992188,av_mode,constq,1.0,0.006569073069840669,0.01205583608078405,0.0,[]
gen_CH0_0_biomass,CH0_0,58.97590637207031,0.0,59.0,q_min,-11.980461120605469,q_max,11.980461120605469,av_mode,constq,1.0,58.975906372070305,108.23503595988961,0.0,[]
gen_CH0_0_nuclear,CH0_0,60.96945571899414,0.0,3095.0,q_min,-628.466552734375,q_max,628.466552734375,av_mode,constq,1.0,60.969455718994155,111.89368062557462,0.0,[]
gen_CH0_0_ror,CH0_0,846.0845947265625,0.0,3892.22607421875,q_min,-790.3502197265625,q_max,790.3502197265625,av_mode,constq,1.0,846.0845947265625,1552.7696337144635,0.0,[]
gen_CH0_0_waste,CH0_0,0.021942362189292908,0.0,181.5,q_min,-36.85514831542969,q_max,36.85514831542969,av_mode,constq,1.0,0.021942362189292904,0.04026953559000756,0.0,[]
gen_CZ0_0_0_onwind,CZ0_0,36.709739685058594,0.0,155.26014709472656,q_min,-31.526918411254883,q_max,31.526918411254883,av_mode,constq,1.0,36.709739685058594,189.70192978654487,0.0,[]
gen_CZ0_0_0_solar,CZ0_0,-0.0,0.0,2950.905029296875,q_min,-599.2068481445312,q_max,599.2068481445312,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_CZ0_0_0_solar-hsat,CZ0_0,-0.0,0.0,1.0,q_min,-0.0066056158393621445,q_max,0.0066056158393621445,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_CZ0_0_CCGT,CZ0_0,0.006622958928346634,0.0,2159.0,q_min,-438.4036560058594,q_max,438.4036560058594,av_mode,constq,1.0,0.006622958928346634,0.03422492505757953,0.0,[]
gen_CZ0_0_biomass,CZ0_0,109.97576141357422,0.0,110.0,q_min,-22.33645248413086,q_max,22.33645248413086,av_mode,constq,1.0,109.9757614135742,568.3127788125138,0.0,[]
gen_CZ0_0_coal,CZ0_0,439.857177734375,0.0,440.0,q_min,-89.34580993652344,q_max,89.34580993652344,av_mode,constq,1.0,439.857177734375,2273.014087338686,0.0,[]
gen_CZ0_0_lignite,CZ0_0,0.21021638810634613,0.0,6869.60009765625,q_min,-1394.9317626953125,q_max,1394.9317626953125,av_mode,constq,1.0,0.21021638810634613,1.0863180953789833,0.0,[]
gen_CZ0_0_nuclear,CZ0_0,72.16045379638672,0.0,4164.0,q_min,-845.5362548828125,q_max,845.5362548828125,av_mode,constq,1.0,72.16045379638672,372.8976957311137,0.0,[]
gen_CZ0_0_ror,CZ0_0,7.250129222869873,0.0,40.226383209228516,q_min,-8.168314933776855,q_max,8.168314933776855,av_mode,constq,1.0,7.250129222869875,37.4659018718139,0.0,[]
gen_CZ0_0_waste,CZ0_0,0.021456243470311165,0.0,30.200000762939453,q_min,-6.132371425628662,q_max,6.132371425628662,av_mode,constq,1.0,0.021456243470311165,0.11087768061576987,0.0,[]
gen_DE0_0_0_onwind,DE0_0,182.86419677734375,0.0,1304.540283203125,q_min,-264.8982238769531,q_max,264.8982238769531,av_mode,constq,1.0,182.86419677734375,45.65599758772979,0.0,[]
gen_DE0_0_0_solar,DE0_0,-0.0,0.0,22584.2578125,q_min,-4585.92919921875,q_max,4585.92919921875,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_0_0_solar-hsat,DE0_0,-0.0,0.0,1.0,q_min,-0.041345611214637756,q_max,0.041345611214637756,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_0_CCGT,DE0_0,0.004799892194569111,0.0,929.8582153320312,q_min,-188.81576538085938,q_max,188.81576538085938,av_mode,constq,1.0,0.004799892194569111,0.0011983967901788935,0.0,[]
gen_DE0_0_OCGT,DE0_0,0.003613612148910761,0.0,553.0660400390625,q_min,-112.30484771728516,q_max,112.30484771728516,av_mode,constq,1.0,0.003613612148910761,0.0009022163466725248,0.0,[]
gen_DE0_0_biomass,DE0_0,99.2959976196289,0.0,99.33599853515625,q_min,-20.171035766601562,q_max,20.171035766601562,av_mode,constq,1.0,99.2959976196289,24.791391139912193,0.0,[]
gen_DE0_0_coal,DE0_0,5919.8671875,0.0,5920.0,q_min,-1202.1072998046875,q_max,1202.1072998046875,av_mode,constq,1.0,5919.8671875,1478.0227447217117,0.0,[]
gen_DE0_0_geothermal,DE0_0,7.793150901794434,0.0,7.800000190734863,q_min,-1.583857536315918,q_max,1.583857536315918,av_mode,constq,1.0,7.793150901794434,1.9457284971227553,0.0,[]
gen_DE0_0_oil,DE0_0,0.0017135984962806106,0.0,468.3611145019531,q_min,-95.10478210449219,q_max,95.10478210449219,av_mode,constq,1.0,0.0017135984962806108,0.0004278368876537681,0.0,[]
gen_DE0_0_ror,DE0_0,17.101228713989258,0.0,40.275001525878906,q_min,-8.178187370300293,q_max,8.178187370300293,av_mode,constq,1.0,17.101228713989258,4.269691228096348,0.0,[]
gen_DE0_0_waste,DE0_0,0.01760440692305565,0.0,97.73999786376953,q_min,-19.846954345703125,q_max,19.846954345703125,av_mode,constq,1.0,0.017604406923055652,0.004395320539378675,0.0,[]
gen_DE0_10_0_offwind-ac,DE0_10,8276.501953125,0.0,9412.91796875,q_min,-1911.37451171875,q_max,1911.37451171875,av_mode,constq,1.0,8276.501953125,1452.610456843544,0.0,[]
gen_DE0_10_0_offwind-dc,DE0_10,18742.2109375,0.0,21165.693359375,q_min,-4297.87744140625,q_max,4297.87744140625,av_mode,constq,1.0,18742.210937500004,3289.449062704618,0.0,[]
gen_DE0_10_0_offwind-float,DE0_10,0.002905255649238825,0.0,1.0,q_min,-0.0013155004708096385,q_max,0.0013155004708096385,av_mode,constq,1.0,0.0029052556492388253,0.0005099019803039683,0.0,[]
gen_DE0_10_0_onwind,DE0_10,2051.610595703125,0.0,5097.056640625,q_min,-1035.00146484375,q_max,1035.00146484375,av_mode,constq,1.0,2051.610595703125,360.07857203055767,0.0,[]
gen_DE0_10_0_solar,DE0_10,-0.0,0.0,945.06201171875,q_min,-191.9030303955078,q_max,191.9030303955078,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_10_0_solar-hsat,DE0_10,-0.0,0.0,1.0,q_min,-0.03457612544298172,q_max,0.03457612544298172,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_10_CCGT,DE0_10,0.003620695322751999,0.0,223.0450439453125,q_min,-45.291229248046875,q_max,45.291229248046875,av_mode,constq,1.0,0.003620695322751999,0.0006354689356278382,0.0,[]
gen_DE0_10_OCGT,DE0_10,0.0031092572025954723,0.0,91.21344757080078,q_min,-18.52168083190918,q_max,18.52168083190918,av_mode,constq,1.0,0.0031092572025954728,0.0005457063323474429,0.0,[]
gen_DE0_10_biomass,DE0_10,0.06748024374246597,0.0,434.0581359863281,q_min,-88.13926696777344,q_max,88.13926696777344,av_mode,constq,1.0,0.06748024374246597,0.011843470616671136,0.0,[]
gen_DE0_10_oil,DE0_10,0.001558308256790042,0.0,41.48659896850586,q_min,-8.424213409423828,q_max,8.424213409423828,av_mode,constq,1.0,0.001558308256790042,0.00027349898322009904,0.0,[]
gen_DE0_10_waste,DE0_10,0.009901449084281921,0.0,154.8300018310547,q_min,-31.439573287963867,q_max,31.439573287963867,av_mode,constq,1.0,0.009901449084281921,0.001737805241778649,0.0,[]
gen_DE0_11_0_onwind,DE0_11,2010.0067138671875,0.0,4736.8203125,q_min,-961.8523559570312,q_max,961.8523559570312,av_mode,constq,1.0,2010.0067138671875,3765.853877398699,0.0,[]
gen_DE0_11_0_solar,DE0_11,-0.0,0.0,949.6714477539062,q_min,-192.83900451660156,q_max,192.83900451660156,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_11_0_solar-hsat,DE0_11,-0.0,0.0,1.0,q_min,-0.027527235448360443,q_max,0.027527235448360443,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_11_CCGT,DE0_11,0.004391275346279144,0.0,350.47003173828125,q_min,-71.16597747802734,q_max,71.16597747802734,av_mode,constq,1.0,0.004391275346279144,0.008227286593333894,0.0,[]
gen_DE0_11_OCGT,DE0_11,0.0035106618888676167,0.0,54.93302917480469,q_min,-11.154626846313477,q_max,11.154626846313477,av_mode,constq,1.0,0.003510661888867617,0.006577410709734336,0.0,[]
gen_DE0_11_biomass,DE0_11,212.81053161621094,0.0,212.85450744628906,q_min,-43.22195053100586,q_max,43.22195053100586,av_mode,constq,1.0,212.81053161621094,398.711785442892,0.0,[]
gen_DE0_11_oil,DE0_11,0.0016539455391466618,0.0,39.83319854736328,q_min,-8.088476181030273,q_max,8.088476181030273,av_mode,constq,1.0,0.001653945539146662,0.003098754436306471,0.0,[]
gen_DE0_11_ror,DE0_11,11.288817405700684,0.0,26.592500686645508,q_min,-5.399837493896484,q_max,5.399837493896484,av_mode,constq,1.0,11.288817405700684,21.15019641736025,0.0,[]
gen_DE0_11_waste,DE0_11,0.015670087188482285,0.0,118.19999694824219,q_min,-24.00153350830078,q_max,24.00153350830078,av_mode,constq,1.0,0.015670087188482285,0.029358737058338445,0.0,[]
gen_DE0_12_0_onwind,DE0_12,2218.54150390625,0.0,5569.08544921875,q_min,-1130.8509521484375,q_max,1130.8509521484375,av_mode,constq,1.0,2218.5415039062495,979.1187159569399,0.0,[]
gen_DE0_12_0_solar,DE0_12,-0.0,0.0,2786.91162109375,q_min,-565.9065551757812,q_max,565.9065551757812,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_12_0_solar-hsat,DE0_12,-0.0,0.0,1.0,q_min,-0.026032788679003716,q_max,0.026032788679003716,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_12_CCGT,DE0_12,0.0056416853331029415,0.0,999.5770263671875,q_min,-202.9727783203125,q_max,202.9727783203125,av_mode,constq,1.0,0.0056416853331029415,0.002489869894006849,0.0,[]
gen_DE0_12_OCGT,DE0_12,0.003230753820389509,0.0,355.766357421875,q_min,-72.24143981933594,q_max,72.24143981933594,av_mode,constq,1.0,0.003230753820389509,0.0014258428461324944,0.0,[]
gen_DE0_12_biomass,DE0_12,365.4674987792969,0.0,365.56854248046875,q_min,-74.23185729980469,q_max,74.23185729980469,av_mode,constq,1.0,365.4674987792968,161.2933846397406,0.0,[]
gen_DE0_12_lignite,DE0_12,0.2551409900188446,0.0,962.7890014648438,q_min,-195.5026397705078,q_max,195.5026397705078,av_mode,constq,1.0,0.2551409900188446,0.11260249947786867,0.0,[]
gen_DE0_12_oil,DE0_12,0.0017415836919099092,0.0,172.36599731445312,q_min,-35.00040817260742,q_max,35.00040817260742,av_mode,constq,1.0,0.0017415836919099088,0.0007686208191967345,0.0,[]
gen_DE0_12_ror,DE0_12,8.631128311157227,0.0,20.336000442504883,q_min,-4.129400730133057,q_max,4.129400730133057,av_mode,constq,1.0,8.631128311157227,3.809213960793662,0.0,[]
gen_DE0_12_waste,DE0_12,0.015441845171153545,0.0,213.4499969482422,q_min,-43.342872619628906,q_max,43.342872619628906,av_mode,constq,1.0,0.015441845171153547,0.006815017699405021,0.0,[]
gen_DE0_13_0_onwind,DE0_13,2.456002950668335,0.0,73.87582397460938,q_min,-15.001126289367676,q_max,15.001126289367676,av_mode,constq,1.0,2.456002950668335,-0.7736483692887379,0.0,[]
gen_DE0_13_0_solar,DE0_13,-0.0,0.0,16185.837890625,q_min,-3286.674560546875,q_max,3286.674560546875,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_13_0_solar-hsat,DE0_13,-0.0,0.0,1.0,q_min,-0.03328198567032814,q_max,0.03328198567032814,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_13_CCGT,DE0_13,0.0048895180225372314,0.0,58.23073959350586,q_min,-11.82425594329834,q_max,11.82425594329834,av_mode,constq,1.0,0.004889518022537232,-0.0015402129886344176,0.0,[]
gen_DE0_13_OCGT,DE0_13,0.0036788431461900473,0.0,60.162071228027344,q_min,-12.216429710388184,q_max,12.216429710388184,av_mode,constq,1.0,0.0036788431461900477,-0.0011588467351574165,0.0,[]
gen_DE0_13_biomass,DE0_13,121.01864624023438,0.0,121.0465316772461,q_min,-24.579545974731445,q_max,24.579545974731445,av_mode,constq,1.0,121.0186462402344,-38.121240160485264,0.0,[]
gen_DE0_13_oil,DE0_13,0.0016933075385168195,0.0,66.288818359375,q_min,-13.460518836975098,q_max,13.460518836975098,av_mode,constq,1.0,0.0016933075385168197,-0.0005333970040717486,0.0,[]
gen_DE0_13_ror,DE0_13,47.70796585083008,0.0,112.3270034790039,q_min,-22.808969497680664,q_max,22.808969497680664,av_mode,constq,1.0,47.707965850830085,-15.028153762003278,0.0,[]
gen_DE0_13_waste,DE0_13,0.018941370770335197,0.0,16.799999237060547,q_min,-3.4113855361938477,q_max,3.4113855361938477,av_mode,constq,1.0,0.0189413707703352,-0.0059665891706585745,0.0,[]
gen_DE0_14_0_onwind,DE0_14,-0.0,0.0,344.4602355957031,q_min,-69.94563293457031,q_max,69.94563293457031,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_14_0_solar,DE0_14,-0.0,0.0,12566.455078125,q_min,-2551.7275390625,q_max,2551.7275390625,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_14_0_solar-hsat,DE0_14,-0.0,0.0,1.0,q_min,-0.030848056077957153,q_max,0.030848056077957153,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_14_CCGT,DE0_14,0.00593304168432951,0.0,228.03904724121094,q_min,-46.30530548095703,q_max,46.30530548095703,av_mode,constq,1.0,0.00593304168432951,0.011552530681046324,0.0,[]
gen_DE0_14_OCGT,DE0_14,0.003762075211852789,0.0,102.156005859375,q_min,-20.743661880493164,q_max,20.743661880493164,av_mode,constq,1.0,0.003762075211852788,0.007325330179985875,0.0,[]
gen_DE0_14_biomass,DE0_14,84.35787200927734,0.0,84.38587951660156,q_min,-17.135284423828125,q_max,17.135284423828125,av_mode,constq,1.0,84.35787200927734,164.2575522685019,0.0,[]
gen_DE0_14_oil,DE0_14,0.0017001056112349033,0.0,19.64299964904785,q_min,-3.9886813163757324,q_max,3.9886813163757324,av_mode,constq,1.0,0.0017001056112349036,0.003310363095321788,0.0,[]
gen_DE0_14_ror,DE0_14,270.1608581542969,0.0,636.010986328125,q_min,-129.1475372314453,q_max,129.1475372314453,av_mode,constq,1.0,270.16085815429693,526.0441049805343,0.0,[]
gen_DE0_14_waste,DE0_14,0.021576905623078346,0.0,24.399999618530273,q_min,-4.954631328582764,q_max,4.954631328582764,av_mode,constq,1.0,0.02157690562307835,0.04201350293408956,0.0,[]
gen_DE0_15_0_onwind,DE0_15,489.0849609375,0.0,2973.380859375,q_min,-603.770751953125,q_max,603.770751953125,av_mode,constq,1.0,489.0849609375,433.8301797878079,0.0,[]
gen_DE0_15_0_solar,DE0_15,-0.0,0.0,17307.537109375,q_min,-3514.4453125,q_max,3514.4453125,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_15_0_solar-hsat,DE0_15,-0.0,0.0,1.0,q_min,-0.0367017537355423,q_max,0.0367017537355423,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_15_CCGT,DE0_15,0.004879612475633621,0.0,537.9722290039062,q_min,-109.23992156982422,q_max,109.23992156982422,av_mode,constq,1.0,0.004879612475633621,0.004328334188688098,0.0,[]
gen_DE0_15_OCGT,DE0_15,0.0036033664364367723,0.0,56.02679443359375,q_min,-11.376726150512695,q_max,11.376726150512695,av_mode,constq,1.0,0.0036033664364367723,0.003196273109613126,0.0,[]
gen_DE0_15_biomass,DE0_15,57.904335021972656,0.0,57.9370002746582,q_min,-11.764609336853027,q_max,11.764609336853027,av_mode,constq,1.0,57.904335021972656,51.36254450540347,0.0,[]
gen_DE0_15_coal,DE0_15,1088.1260986328125,0.0,2004.5999755859375,q_min,-407.0513916015625,q_max,407.0513916015625,av_mode,constq,1.0,1088.1260986328125,965.1941456077681,0.0,[]
gen_DE0_15_oil,DE0_15,0.0016741009894758463,0.0,38.7781982421875,q_min,-7.874249458312988,q_max,7.874249458312988,av_mode,constq,1.0,0.001674100989475846,0.0014849680347052503,0.0,[]
gen_DE0_15_ror,DE0_15,44.52777099609375,0.0,104.84100341796875,q_min,-21.28887367248535,q_max,21.28887367248535,av_mode,constq,1.0,44.52777099609375,39.49720895068426,0.0,[]
gen_DE0_15_waste,DE0_15,0.017261268571019173,0.0,23.6200008392334,q_min,-4.796245574951172,q_max,4.796245574951172,av_mode,constq,1.0,0.017261268571019173,0.015311162365689326,0.0,[]
gen_DE0_16_0_offwind-ac,DE0_16,0.004496820271015167,0.0,1.0,q_min,-0.0017925522988662124,q_max,0.0017925522988662124,av_mode,constq,1.0,0.004496820271015167,0.0017925522988662122,0.0,[]
gen_DE0_16_0_offwind-float,DE0_16,0.0019425138598307967,0.0,1.0,q_min,-0.0015252907760441303,q_max,0.0015252907760441303,av_mode,constq,1.0,0.0019425138598307963,0.001125859822535866,0.0,[]
gen_DE0_16_0_onwind,DE0_16,1243.3153076171875,0.0,5025.072265625,q_min,-1020.3844604492188,q_max,1020.3844604492188,av_mode,constq,1.0,1243.3153076171873,720.6119763345949,0.0,[]
gen_DE0_16_0_solar,DE0_16,-0.0,0.0,2806.012939453125,q_min,-569.7852172851562,q_max,569.7852172851562,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_16_0_solar-hsat,DE0_16,-0.0,0.0,1.0,q_min,-0.028424756601452827,q_max,0.028424756601452827,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_16_CCGT,DE0_16,0.0039587500505149364,0.0,207.0690460205078,q_min,-42.04716110229492,q_max,42.04716110229492,av_mode,constq,1.0,0.0039587500505149364,0.0022944483030483123,0.0,[]
gen_DE0_16_OCGT,DE0_16,0.0034796588588505983,0.0,41.80854415893555,q_min,-8.48958683013916,q_max,8.48958683013916,av_mode,constq,1.0,0.0034796588588505975,0.002016772279633636,0.0,[]
gen_DE0_16_biomass,DE0_16,337.61285400390625,0.0,337.6669921875,q_min,-68.56620788574219,q_max,68.56620788574219,av_mode,constq,1.0,337.6128540039062,195.67672373147153,0.0,[]
gen_DE0_16_oil,DE0_16,0.0016266393940895796,0.0,6.9720001220703125,q_min,-1.4157249927520752,q_max,1.4157249927520752,av_mode,constq,1.0,0.0016266393940895791,0.0009427824312764829,0.0,[]
gen_DE0_16_ror,DE0_16,0.8259812593460083,0.0,1.9600000381469727,q_min,-0.3979949653148651,q_max,0.3979949653148651,av_mode,constq,1.0,0.8259812593460081,0.47872971889438726,0.0,[]
gen_DE0_16_waste,DE0_16,0.014953960664570332,0.0,48.76100158691406,q_min,-9.90134334564209,q_max,9.90134334564209,av_mode,constq,1.0,0.014953960664570328,0.008667152316477158,0.0,[]
gen_DE0_17_0_onwind,DE0_17,418.71490478515625,0.0,2031.7332763671875,q_min,-412.56103515625,q_max,412.56103515625,av_mode,constq,1.0,418.7149047851563,1154.9369345253028,0.0,[]
gen_DE0_17_0_solar,DE0_17,-0.0,0.0,23660.6640625,q_min,-4804.5029296875,q_max,4804.5029296875,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_17_0_solar-hsat,DE0_17,-0.0,0.0,1.0,q_min,-0.039639294147491455,q_max,0.039639294147491455,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_17_CCGT,DE0_17,0.004346940200775862,0.0,343.1840515136719,q_min,-69.68649291992188,q_max,69.68649291992188,av_mode,constq,1.0,0.004346940200775863,0.011990119608053788,0.0,[]
gen_DE0_17_OCGT,DE0_17,0.003579947864636779,0.0,66.58123779296875,q_min,-13.5198974609375,q_max,13.5198974609375,av_mode,constq,1.0,0.0035799478646367775,0.009874532683916484,0.0,[]
gen_DE0_17_biomass,DE0_17,146.61363220214844,0.0,146.64895629882812,q_min,-29.778339385986328,q_max,29.778339385986328,av_mode,constq,1.0,146.61363220214838,404.40284546845294,0.0,[]
gen_DE0_17_oil,DE0_17,0.001671217498369515,0.0,57.437198638916016,q_min,-11.663121223449707,q_max,11.663121223449707,av_mode,constq,1.0,0.0016712174983695156,0.004609701714540825,0.0,[]
gen_DE0_17_ror,DE0_17,32.605323791503906,0.0,76.77410125732422,q_min,-15.589646339416504,q_max,15.589646339416504,av_mode,constq,1.0,32.605323791503906,89.93492297172084,0.0,[]
gen_DE0_17_waste,DE0_17,0.01677827723324299,0.0,28.200000762939453,q_min,-5.726254463195801,q_max,5.726254463195801,av_mode,constq,1.0,0.016778277233242992,0.04627934628770897,0.0,[]
gen_DE0_18_0_onwind,DE0_18,540.2919921875,0.0,1497.5008544921875,q_min,-304.08050537109375,q_max,304.08050537109375,av_mode,constq,1.0,540.2919921875001,1689.7219878817684,0.0,[]
gen_DE0_18_0_solar,DE0_18,-0.0,0.0,417.8437194824219,q_min,-84.84678649902344,q_max,84.84678649902344,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_18_0_solar-hsat,DE0_18,-0.0,0.0,1.0,q_min,-0.028807371854782104,q_max,0.028807371854782104,av_mode,constq,1.0,0.0,0.0,0.0,[]
gen_DE0_18_CCGT,DE0_18,0.0056693581864237785,0.0,1150.1307373046875,q_min,-233.5439910888672,q_max,233.5439910888672,av_mode,constq,1.0,0.0056693581864237785,0.017730485225206333,0.0,[]
gen_DE0_18_OCGT,DE0_18,0.0034361970610916615,0.0,93.90410614013672,q_min,-19.06804084777832,q_max,19.06804084777832,av_mode,constq,1.0,0.0034361970610916623,0.010746444168667848,0.0,[]
